,Unnamed: 0,제작(수입)사,차명,생산기간,시정기간,대상수량,장치분류,결함내용,시정방법,기타문의,Title,Ministry,Date,Subject
652,652,메르세데스벤츠코리아(주),"GLE 300 d 4MATIC, GLE 400 d 4MATIC, GLE 450 4MATIC",2018-09-18 ~ 2019-08-19,2022-10-07 ~,3 대,전기장치,"공급업체의 생산 오류로 인하여 후방 도어 트림 바 고정 클립이 사양에 맞지 않아 고정 클립의 잡아주는 힘이 너무 작아 트림 바가 분리될 수 있으며, 이런 경우 차량 운행 중에 트림 바가 후방 도어 트림에서 분리될 수 있어 뒤따라오는 차량의 사고 위험을 초래할 수 있는 가능성에 따른 리콜<*대상차량별 생산일자>GLE 300 d 4MATIC: 2019.02.04GLE 400 d 4MATIC: 2018.09.18GLE 450 4MATIC: 2019.08.19",후방 도어 트림 바 고정 점검 및 필요 시 고정 클립 보강 작업,벤츠코리아 대표번호 080-001-1886,[벤츠] GLE 300 d 4MATIC 등 3차종 - 후방 도어 트림 바 관련 리콜,국토교통부,2022-10-07,[벤츠] GLE 300 d 4MATIC 등 3차종 - 후방 도어 트림 바 관련 리콜
653,653,화창상사(주),"CHIEF CLASSIC, CHIEF VINTAGE, CHIEFTAIN, CHIEFTAIN DARK HORSE, CHIEFTAIN LIMITED, SPRINGFIELD, SPRINGFIELD DARK HORSE",2014-08-22 ~ 2019-06-04,2022-10-07 ~,196 대,전기장치,"차량제어모듈(VEHICLE CONTROL MODULE) 및 커넥터 접촉불량(헐거움 및 이탈)이 있을 수 있으며, 이런 경우 주행 중 전조등 및 안개등 미점등이 발생할 수 있는 가능성에 따른 리콜<*대상차량별 생산일자>CHEIF CLASSIC: 2014.12.04~2015.05.06CHIEF VINTAGE: 2014.10.27~2019.06.04CHIEFTAIN: 2014.08.22~2017.07.20CHIEFTAIN DARK HORSE: 2016.08.17~2018.02.02CHIEFTAIN LIMITED: 2017.05.31~2017.06.29SPRINGFIELD: 2016.04.07~2015.05.07SPRINGFIELD DARK HORSE: 2017.10.27~2019.05.07","서비스센터에서 대상 차량임을 확인 후, 차량제어모듈(VEHICLE CONTROL MODULE) 및 커넥터 점검 후 커넥터 열손상 및 단선 차량은 차량제어모듈 및 커넥터 교환 후 개선된 소프트웨어 업데이트 / 정상 차량은 개선된 소프트웨어 업데이트 조치 진행함 (*안개등 미점등 시 게기판 상향등 점등 현상을 개선한 소프트웨어)",화창상사 대표번호 본사 02-794-6111 / 이태원 02-794-1116 / 부산 051-761-0369,[화창상사] CHIEF CLASSIC 등 7차종 - 차량제어모듈 관련 리콜,국토교통부,2022-10-07,[화창상사] CHIEF CLASSIC 등 7차종 - 차량제어모듈 관련 리콜
654,654,기아주식회사,스포티지 (NQ5),2021-07-05 ~ 2022-05-25,2022-10-06 ~,"29,687 대",주행장치,"전기배선의 경로가 정상 경로를 벗어남이 확인되었으며, 이런 경우 폴드&다이브 기능 사용 시 좌석 하부 프레임과 전기배선 간섭으로 배선이 손상되어 폴딩 케이블 발열 및 좌석 화재가 발생할 수 있는 가능성에 따른 리콜",전기배선 경로 오류 방지 튜브 장착 및 테이핑(전기배선 확인 후 필요 시 정상 경로 수정하여 튜브 장착 및 테이핑),기아자동차 대표번호 080-200-2000,[기아] 스포티지 - 전기배선 관련 리콜,국토교통부,2022-10-06,[기아] 스포티지 - 전기배선 관련 리콜
655,655,한국토요타자동차(주),"렉서스 NX350h, 렉서스 NX450h+",2021-04-22 ~ 2022-05-24,2022-10-06 ~,278 대,냉/난방 장치,"차선 유지 보조장치(LIA)의 소프트웨어 오류로, 장치 작동 시 핸들의 중립위치가 어긋나 차선 유지 보조가 정상적으로 이루어지지 않을 수 있으며, 이런 경우 도로의 커브 및 차량속도 상황에 따라 조기에 차선 이탈 경고가 작동해 운전자가 불필요한 핸들 조작을 하게 되어 안전에 지장을 줄 수 있는 가능성에 따른 리콜 (*이는 자동차 및 자동차부품의 성능과 기준에 관한 규칙 제89조의 규정을 만족하지 않을 수 있음)<*대상차량별 생산일자>렉서스 NX350h: 2021.04.22~2022.05.24렉서스 NX450h+: 2022.04.22~2022.05.24",대상차량에 대해 전방 인식 카메라 ECU의 차선 유지 보조장치(LIA) 소프트웨어를 업데이트,렉서스 대표번호 080-4300-4300,[토요타] 렉서스 NX350h 등 2차종 - 차선 유지 보조장치 소프트웨어 관련 리콜,국토교통부,2022-10-06,[토요타] 렉서스 NX350h 등 2차종 - 차선 유지 보조장치 소프트웨어 관련 리콜
656,656,기아주식회사,쏘렌토 R (XM 페이스리프트),2012-06-29 ~ 2014-08-21,2022-10-06 ~,"59,828 대",전기장치,"전기식 보조 히터(PTC) 커넥터 내구성 부족으로 일부 차량 운행 시 커넥터 단자가 손상될 수 있으며, 이런 경우 전기식 보조 히터(PTC) 작동 중 화재가 발생할 수 있는 가능성에 따른 리콜",전기식 보조 히터(PTC) 수리 및 전기식 보조 히터(PTC) 커넥터 점검 후 문제 부품으로 확인 시 전기식 보조 히터(PTC) 및 전기 배선 교체 작업,기아자동차 대표번호 080-200-2000,[기아] 쏘렌토 R - 전기식 보조 히터(PTC) 관련 리콜,국토교통부,2022-10-06,[기아] 쏘렌토 R - 전기식 보조 히터(PTC) 관련 리콜
657,657,기아주식회사,니로 플러스 (DE PBV),2022-05-10 ~ 2022-09-05,2022-10-06 ~,"3,071 대",기타장치,"에어백 제어장치(ACU) 설계로직 미흡으로 차량 시동 시 에어백시스템이 간헐적으로 정상 동작되지 않을 수 있으며, 이런 경우 에어백 경고등 점등 및 충돌 사고 발생 시 모든 에어백 및 안전띠 프리텐셔너가 전개되지 않아 탑승자 상해가 발생할 수 있는 가능성에 따른 리콜",에어백 제어장치(ACU) 소프트웨어 업데이트,기아자동차 대표번호 080-200-2000,[기아] 니로 플러스 - 에어백 제어장치(ACU) 관련 리콜,국토교통부,2022-10-06,[기아] 니로 플러스 - 에어백 제어장치(ACU) 관련 리콜
658,658,(주)다산중공업,다산고소작업차,2015-08-26 ~ 2018-03-30,2022-10-04 ~,348 대,승차 및 실내장치,1) 반복 피로하중에 대한 설계상 오류로 장기간 장비 사용 시 후방 마운팅 볼트의 풀림 및 유격으로 볼트가 파손되고 마운팅 볼트 파손으로 인하여 프레임 데크와 차량샤시가 견고히 고정되지 못할 수 있음2) 이로인해 프레임데크 고정 불량 및 프레임데크 후미 아웃트리거 박스 접합부 하중집중에 따른 크랙 및 파손이 발생될 수 있음이러한 경우 고소작업차의 무게 중심이 기울어져 차량의 주행 혹은 작업 중 전복될 수 있는 가능성에 따른 리콜,"1) 마운팅 볼트 점검 및 교체2) 프레임 데크와 차량샤시에 보강재를 용접 부착하여, 테크 파손부위에 집중하중이 발생되지 않도록 함",다산중공업 대표번호 031-618-0053,"[다산중공업] 다산고소작업차 - 프레임 데크, 마운팅볼트 관련 리콜",국토교통부,2022-10-04,"[다산중공업] 다산고소작업차 - 프레임 데크, 마운팅볼트 관련 리콜"
659,659,(주)재규어랜드로버코리아,"재규어 F-PACE D200, 재규어 F-Type P300 Convertible, 디스커버리 스포츠 P250, 디스커버리 D250, 디스커버리 D300, 디스커버리 P360, 레인지로버 스포츠 D300, 레인지로버 스포츠 P360, 레인지로버 스포츠 SVR, 디펜더 90 D250, 디펜더 110 D250, 디펜더 110 D300, 디펜더 110 P300",2022-01-07 ~ 2022-03-10,2022-10-04 ~,190 대,기타장치,"1열 좌석안전띠 리트랙터 내 손상된 프리텐셔너 튜브가 장착되었을 수 있으며, 이런 경우 충돌 시 프리텐셔너가 제대로 작동되지 않아 탑승자가 상해를 입을 수 있는 가능성에 따른 리콜<*대상차량별 생산일자>재규어 F-PACE D200: 2022.02.28~2022.03.10재규어 F-Type P300 Convertible: 2022.02.16~2022.02.22디스커버리 스포츠 P250: 2022.01.27~2022.02.23디스커버리 D250: 2022.01.14~2022.01.19디스커버리 D250: 2022.01.20~2022.01.24디스커버리 D300: 2022.01.20~2022.02.18디스커버리 P360: 2022.01.21~2022.02.21레인지로버 스포츠 D300: 2022.01.17~2022.02.22레인지로버 스포츠 P360: 2022.01.11~2022.02.03레인지로버 스포츠 SVR: 2022.01.07~2022.02.03디펜더 90 D250: 2022.01.18~디펜더 90 D250: 2022.01.20~디펜더 110 D250: 2022.01.14~2022.01.19디펜더 110 D250: 2022.01.21~2022.02.11디펜더 110 D300: 2022.01.14~2022.01.19디펜더 110 D300: 2022.01.21~2022.02.23디펜더 110 P300: 2022.01.17~2022.01.19디펜더 110 P300: 2022.01.26~2022.02.18",좌석안전띠 프리텐셔너 튜브 확인 후 안전띠 리트랙터 교환,재규어랜드로버 080-894-1000,[재규어랜드로버] 재규어 F-PACE D200 등 13차종 - 1열 좌석안전띠 리트랙터 내 프리텐셔너 관련 리콜,국토교통부,2022-10-04,[재규어랜드로버] 재규어 F-PACE D200 등 13차종 - 1열 좌석안전띠 리트랙터 내 프리텐셔너 관련 리콜
660,660,(주)재규어랜드로버코리아,"더 뉴 레인지로버 D350 SWB, 더 뉴 레인지로버 D350 LWB",2022-01-26 ~ 2022-06-07,2022-10-04 ~,38 대,제동장치,"배기가스 후처리장치(DPF)의 연결부 연결나사가 제대로 조여져 있지 않거나 나사 일부가 누락되어 엔진실로부터 배기가스 배출 시 연결부가 벌어져 드거운 배기가스가 방출될 수 있으며, 이런 경우 엔진이 손상되거나 심한 경우 화재가 발생할 수 있는 가능성에 따른 리콜<*대상차량별 생산일자>더 뉴 레인지로버 D350 SWB: 2022.01.26~2022.04.27더 뉴 레인지로버 D350 SWB: 2022.05.17~2022.06.07더 뉴 레인지로버 D350 LWB: 2022.05.10일~2022.06.07",배기가스 후처리장치(DPF) 고정나사 확인 후 조임,재규어랜드로버 대표번호 080-894-1000,[재규어랜드로버] 더 뉴 레인지로버 D350 SWB 등 2차종 - 배기가스 후처리장치 연결부 고정나사 관련 리콜,국토교통부,2022-10-04,[재규어랜드로버] 더 뉴 레인지로버 D350 SWB 등 2차종 - 배기가스 후처리장치 연결부 고정나사 관련 리콜
661,661,(주)에프엠케이,"페라리F430, 페라리F430스파이더, 페라리F430스쿠데리아, 페라리612스카글리에티, LaFerrari, 페라리캘리포니아, 페라리캘리포니아T,  페라리F12Berlinetta, 페라리F12tdf, 페라리FF, 페라리GTC4Lusso, 페라리GTC4LussoT, 페라리488Pista, 페라리488PistaSpider, 페라리812Superfast,  페라리812GTS, 페라리812Competizione, 페라리Portofino, 페라리PortofinoM, 페라리F8Tributo, 페라리F8Spider, 페라리Roma",2007-01-01 ~ 2022-06-30,2022-10-04 ~,"1,157 대",승차 및 실내장치,"브레이크 오일 리저버 탱크 캡에서 대기압을 유지하기 위한 공기통로의 불량으로 브레이크 오일 리저버 탱크 내부의 대기압 유지가 제대로 되지 않아 진공이 형성될 수 있으며, 브레이크 오일 리저버 탱크 내부에 진공이 형성될 경우 브레이크 페달 작동 시 운전자가 평상시보다 더 깊이 페달을 밟아야 제동력을 얻을 수 있거나, 최악의 경우 제동력이 상실하여 사고가 발생할 수 있는 가능성에 따른 리콜 (*브레이크 오일 레벨 경고등(Brake fluid level low)이 점등된 경우 운행을 즉시 멈추시고, 가까운 페라리 서비스센터에 연락하셔서 견인하여 주시기 바랍니다.)<*대상차량별 생산일자>페라리F430: 2007.01.01~2009.12.31페라리F430스파이더: 2007.01.01~2009.12.31페라리F430스쿠데리아: 2008.01.01~2009.12.31페라리612스카글리에티: 2008.01.01~2010.12.31LaFerrari: 2014.01.01~2015.12.31페라리캘리포니아: 2009.01.01~2014.12.31페라리캘리포니아T: 2014.01.01~2017.12.31페라리F12Berlinetta: 2013.01.01~2017.12.31페라리F12tdf: 2016.01.01~2016.12.31페라리FF: 2011.01.01~2016.12.31페라리GTC4Lusso: 2017.01.01~2019.12.31페라리GTC4LussoT: 2017.01.01~2019.12.31페라리488Pista: 2018.01.01~2020.12.31페라리488PistaSpider: 2019.01.01~2020.12.31페라리812Superfast: 2017.01.01~2021.12.31페라리812GTS: 2020.01.01~2022.06.30페라리812Competizione: 2022.01.01~2022.06.30페라리Portofino: 2018.01.01~2020.12.31페라리PortofinoM: 2021.01.01~2022.06.30페라리F8Tributo: 2019.01.01~2022.06.30페라리F8Spider: 2020.01.01~2022.06.30페라리Roma: 2020.01.01~2022.06.30",브레이크 오일 리저버 탱크 캡 교환 및 계기판 소프트웨어 업데이트,에프엠케이 대표번호 02-3433-0880,[에프엠케이] 페라리F430  등 22차종 - 브레이크 오일 리저버 탱크 캡 관련 리콜,국토교통부,2022-10-04,[에프엠케이] 페라리F430  등 22차종 - 브레이크 오일 리저버 탱크 캡 관련 리콜
662,662,비엠더블유코리아(주),BMW 218d Active Tourer,2022-07-12 ~ 2022-07-12,2022-09-30 ~,1 대,승차 및 실내장치,"에어백 컨트롤 유닛 내 액티브 보행자 보호장치 소프트웨어 오류를 발견하였으며, 이로 인해 차량 속도, 주행 방향, 외부 온도를 감지하는 센서 고장 시, 경고등 또는 경고메시지가 표시되지 않아 운전자가 해당 장치의 고장을 인지 및 수리를 제때 할 수 없으며, 이런 경우 충돌 사고 시 액티브 보행자 보호장치가 작동하지 않아 보행자가 상해를 입을 수 있는 가능성에 따른 리콜",액티브 보행자 보호장치 소프트웨어가 포함되어 있는 에어백 컨트롤 유닛의 소프트웨어를 업데이트 함,비엠더블유 대표번호 080-700-8000,[비엠더블유] BMW 218d Active Tourer - 에어백 컨트롤 유닛 관련 리콜,국토교통부,2022-09-30,[비엠더블유] BMW 218d Active Tourer - 에어백 컨트롤 유닛 관련 리콜
663,663,비엠더블유코리아(주),"BMW X7 M50d, BMW X7 M50i, BMW X7 xDrive30d, BMW X7 xDrive40d, BMW X7 xDrive40i",2018-12-21 ~ 2021-10-06,2022-09-30 ~,22 대,등화장치,"3열 시트 등받의 전동식 접이 기능에 필요한 압축 스프링이 정확하게 설치되지 않았거나 누락되어 시트 등받이가 고정되지 않을 수 있으며, 이런 경우 사고 발생 또는 강한 제동 시 트렁크의 화물이 미끄러짐으로 인해 3열 시트 등받이가 접혀 탑승 중인 승객에게 상해를 입힐 수 있는 가능성에 따른 리콜<*대상차량별 생산일자>BMW X7 M50d: 2019.02.17BMW X7 M50i: 2020.07.27~2021.06.30?BMW X7 xDrive30d: 2018.12.21~2020.06.15BMW X7 xDrive40d: 2021.03.29~2021.10.04BMW X7 xDrive40i: 2019.05.31~2021.10.06",해당 차량의 3열 시트 등받이의 압축 스프링을 점검하고 필요 시 정상적으로 설치함,비엠더블유 대표번호 080-700-8000,[비엠더블유] BMW X7 M50d 등 5차종 - 3열 시트 압축 스프링 관련 리콜,국토교통부,2022-09-30,[비엠더블유] BMW X7 M50d 등 5차종 - 3열 시트 압축 스프링 관련 리콜
664,664,비엠더블유코리아(주),"BMW 740i, BMW  i7 xDrive60",2022-06-20 ~ 2022-08-04,2022-09-30 ~,74 대,전기장치,"외부 조명등(헤드라이트, 방향지시등, 주간주행등, 차폭등)을 제어하는 소프트웨어 오류로 주차증을 작동시킬 경우 차량 전면부 그릴 등화가 소등되지 않고 점등되어 '자동차 및 자동차부품의 성능과 기준에 관한 규칙' 제40조의 3(주차등) 및 별표 6의 32에 따른 작동조건(같은 측면의 주차등은 다른 등화와 독립적으로 점등되는 구조일 것)에 충족하지 못하는 것으로 확인되었으며, 이런 경우 다른 차량의 운전자에게 혼동을 줄 수 있는 가능성에 따른 리콜<*대상차량별 생산일자>BMW 740i: 2022.06.20~2022.07.05BMW i7 xDrive60: 2022.07.01~2022.08.04",해당 차량의 주차등이 작동하지 않도록 컨트롤 유닛의 소프트웨어를 업데이트 함,비엠더블유 대표번호 080-700-8000,[비엠더블유] BMW 740i 등 2차종 - 주차등 관련 리콜,국토교통부,2022-09-30,[비엠더블유] BMW 740i 등 2차종 - 주차등 관련 리콜
665,665,비엠더블유코리아(주),CE04,2021-09-24 ~ 2022-08-09,2022-09-30 ~,37 대,기타장치,"경음기 체결 볼트의 설계상 오류로 경음기가 차체에 제대로 고정되지 아니하여 경음기가 차체에서 이탈 될 수 있으며, 이런 경우 차량 조향 시 간섭을 일으켜 주행 안정성에 영향을 줄 수 있는 가능성에 따른 리콜",개선된 볼트로 교체함,비엠더블유 모토라드 대표번호 080-269-5005,[비엠더블유]이륜차 CE04 - 경음기 체결 볼트 관련 리콜,국토교통부,2022-09-30,[비엠더블유]이륜차 CE04 - 경음기 체결 볼트 관련 리콜
666,666,폭스바겐그룹코리아 주식회사,A6 40 TDI 등 20차종,2022-06-15 ~ 2022-09-16,2022-09-28 ~,"2,001 대",동력전달장치,"특정 기간 동안 생산/수입된 일부 차량에 탑재된 운전자 보조시스템 컨트롤 유닛의 소프트웨어 설정 오류로 인하여, 후진기어를 선택하고 버튼을 통하여 후방카메라를 끌 수 있어, 후방 보행자의 안전에 영향을 줄 수 있는 가능성에 따른 리콜 (*이는 자동차 및 자동차부품의 성능과 기준에 관한 규칙 제53조의2(후방보행자 안전장치)의 일부를 준수하지 않아 국내 자동차 안전 기준을 충족하지 않을 수 있음)<*대상차량별 생산일자>A6 40 TDI: 2022.06.29~2022.09.05A6 40 TDI Premium: 2022.06.27~2022.09.12A6 40 TDI qu. Premium: 2022.06.27~2022.07.28A6 45 TDI qu. Premium: 2022.07.27~2022.09.08A6 45 TFSI: 2022.06.15~2022.09.07A6 45 TFSI Premium: 2022.06.15~2022.09.10A6 45 TFSI qu. Premium: 2022.06.15~2022.09.08A6 50 TDI qu. Premium: 2022.07.28~2022.09.07A8 50 TDI LWB qu. Premium: 2022.09.05~2022.09.12A8 50 TDI qu. Premium: 2022.08.23~2022.09.09A8 55 TFSI LWB qu. Premium: 2022.07.27~2022.09.12e-tron 55 quattro: 2022.06.28~2022.09.14e-tron S qu.: 2022.08.18~2022.09.09e-tron Sportback 55 qu.: 2022.07.07~2022.09.16e-tron Sportback S qu.: 2022.08.19~2022.09.16Q7 55 TFSI qu. Premium: 2022.06.23~2022.08.31Q8 55 TFSI qu. Premium: 2022.08.10~2022.08.27RS6 Avant: 2022.07.26~2022.08.29RS7: 2022.07.07RSQ8: 2022.08.15~2022.09.05",운전자 보조시스템 컨트롤 유닛 소프트웨어 업데이트 실시,폭스바겐그룹 대표번호 080-767-2834,[폭스바겐그룹] A6 40 TDI 등 20차종 - 운전자 보조시스템 컨트롤유닛 소프트웨어 관련 리콜,국토교통부,2022-09-28,[폭스바겐그룹] A6 40 TDI 등 20차종 - 운전자 보조시스템 컨트롤유닛 소프트웨어 관련 리콜
